,name,path,variable,size,seed,lr,iter,constrain,dist_weight,ale_l2,ale_l1,ale_max_diff,ale_rho,pd_l2,pd_l1,pd_max_diff,pd_rho
0,heart,results_final/heart/age_512_1_gradient_0.1_50_0.01/,age,512,1,0.1,50,False,0.01,0.02076464644550252,0.02076464644550252,0.03002383785756872,-0.8920676202860858,0.04687562,0.04687562,0.09592271,-0.9909090909090909
0,heart,results_final/heart/age_4_2_gradient_0.1_50_0.01/,age,4,2,0.1,50,False,0.01,0.018785430471911772,0.018785430471911772,0.02803329177228383,-0.47204161248374515,0.02096753,0.02096753,0.035746187,-0.9857142857142858
0,heart,results_final/heart/age_8_2_gradient_0.1_50_0.01/,age,8,2,0.1,50,False,0.01,0.01679296392089897,0.01679296392089897,0.04888179366355706,-0.377113133940182,0.02143474,0.02143474,0.055152416,-0.6987012987012987
0,heart,results_final/heart/age_4_0_gradient_0.1_50_0.01/,age,4,0,0.1,50,False,0.01,0.02810071512715812,0.02810071512715812,0.05538859144151566,0.6527958387516255,0.03216586,0.03216586,0.058584094,0.9883116883116884
0,heart,results_final/heart/age_8_0_gradient_0.1_50_0.01/,age,8,0,0.1,50,False,0.01,0.02830172166843915,0.02830172166843915,0.07437124625646555,-0.9544863459037711,0.023905281,0.023905281,0.04935795,-0.9636363636363635
0,heart,results_final/heart/age_16_0_gradient_0.1_50_0.01/,age,16,0,0.1,50,False,0.01,0.05198501491954226,0.05198501491954226,0.0835854594176415,-0.964889466840052,0.051851477,0.051851477,0.0947755,-0.9987012987012988
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.01/,age,32,0,0.1,50,False,0.01,0.024567071664289116,0.024567071664289116,0.08735840471434722,-0.8907672301690506,0.033288322,0.033288322,0.08487797,-0.9428571428571428
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.01/,age,64,0,0.1,50,False,0.01,0.011359351330600438,0.011359351330600438,0.023310551377064205,-0.30429128738621586,0.011301279,0.011301279,0.028791845,-0.9766233766233766
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.01/,age,128,0,0.1,50,False,0.01,0.01846828471732955,0.01846828471732955,0.0444416087965213,-0.4343302990897268,0.025584808,0.025584808,0.05234927,-0.9844155844155844
0,heart,results_final/heart/age_256_0_gradient_0.1_50_0.01/,age,256,0,0.1,50,False,0.01,0.02015850503764252,0.02015850503764252,0.04337946720710543,-0.8426527958387514,0.041103397,0.041103397,0.1043787,-0.8857142857142857
0,heart,results_final/heart/age_512_0_gradient_0.1_50_0.01/,age,512,0,0.1,50,False,0.01,0.025600322304054495,0.025600322304054495,0.06729247815173212,-0.8595578673602081,0.038559366,0.038559366,0.07818818,-0.9948051948051948
0,heart,results_final/heart/age_4_1_gradient_0.1_50_0.01/,age,4,1,0.1,50,False,0.01,0.020717511534712647,0.020717511534712647,0.038559123716916666,-0.8972691807542261,0.02436684,0.02436684,0.043976843,-0.9870129870129869
0,heart,results_final/heart/age_8_1_gradient_0.1_50_0.01/,age,8,1,0.1,50,False,0.01,0.04845256848421631,0.04845256848421631,0.11176956075118558,-0.9960988296488947,0.04434886,0.04434886,0.0955964,-0.974025974025974
0,heart,results_final/heart/age_16_1_gradient_0.1_50_0.01/,age,16,1,0.1,50,False,0.01,0.016222320673708317,0.016222320673708317,0.050810865933645165,-0.6202860858257476,0.019323805,0.019323805,0.04494536,-0.6987012987012987
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.01/,age,32,1,0.1,50,False,0.01,0.01353527688794653,0.01353527688794653,0.03758111625016089,-0.8426527958387514,0.013212402,0.013212402,0.027469635,-0.9103896103896105
0,heart,results_final/heart/age_64_1_gradient_0.1_50_0.01/,age,64,1,0.1,50,False,0.01,0.019822746738359195,0.019822746738359195,0.05551658009726989,-0.39401820546163846,0.028067736,0.028067736,0.058120012,-0.9883116883116884
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.01/,age,128,1,0.1,50,False,0.01,0.012229755017823604,0.012229755017823604,0.02534493043164846,-0.035110533159947985,0.016483188,0.016483188,0.03026408,-0.9844155844155844
0,heart,results_final/heart/age_256_1_gradient_0.1_50_0.01/,age,256,1,0.1,50,False,0.01,0.04558470562642329,0.04558470562642329,0.15850322142204673,-0.9375812743823148,0.04322401,0.04322401,0.09529033,-0.9948051948051948
0,heart,results_final/heart/age_512_1_gradient_0.1_50_0.01/,age,512,1,0.1,50,False,0.01,0.02076464644550252,0.02076464644550252,0.03002383785756872,-0.8920676202860858,0.04687562,0.04687562,0.09592271,-0.9909090909090909
0,heart,results_final/heart/age_4_2_gradient_0.1_50_0.01/,age,4,2,0.1,50,False,0.01,0.018785430471911772,0.018785430471911772,0.02803329177228383,-0.47204161248374515,0.02096753,0.02096753,0.035746187,-0.9857142857142858
0,heart,results_final/heart/age_8_2_gradient_0.1_50_0.01/,age,8,2,0.1,50,False,0.01,0.01679296392089897,0.01679296392089897,0.04888179366355706,-0.377113133940182,0.02143474,0.02143474,0.055152416,-0.6987012987012987
0,heart,results_final/heart/age_16_2_gradient_0.1_50_0.01/,age,16,2,0.1,50,False,0.01,0.03370630310381921,0.03370630310381921,0.06920978301047705,-0.8673602080624188,0.031224813,0.031224813,0.061540037,-0.996103896103896
0,heart,results_final/heart/age_32_2_gradient_0.1_50_0.01/,age,32,2,0.1,50,False,0.01,0.021138705360066498,0.021138705360066498,0.052465638865158766,-0.37581274382314694,0.024578854,0.024578854,0.046417356,-0.9636363636363635
0,heart,results_final/heart/age_64_2_gradient_0.1_50_0.01/,age,64,2,0.1,50,False,0.01,0.028502594603311775,0.028502594603311775,0.06714613791277964,-0.906371911573472,0.03127747,0.03127747,0.058844805,-0.9714285714285713
0,heart,results_final/heart/age_128_2_gradient_0.1_50_0.01/,age,128,2,0.1,50,False,0.01,0.005782515690241165,0.005782515690241165,0.01336126834904441,0.036410923276983094,0.008229412,0.008229412,0.020463169,-0.9805194805194805
0,heart,results_final/heart/age_256_2_gradient_0.1_50_0.01/,age,256,2,0.1,50,False,0.01,0.02491412767758911,0.02491412767758911,0.03971033038268394,-0.8855656697009103,0.021271067,0.021271067,0.037804782,-0.9948051948051948
0,heart,results_final/heart/age_512_2_gradient_0.1_50_0.01/,age,512,2,0.1,50,False,0.01,0.03147731285697281,0.03147731285697281,0.15205727022206222,-0.7659297789336801,0.042277195,0.042277195,0.099690825,-0.9844155844155844
0,heart,results_final/heart/age_4_3_gradient_0.1_50_0.01/,age,4,3,0.1,50,False,0.01,0.01846904864624433,0.01846904864624433,0.031677681587239825,-0.8595578673602081,0.017834833,0.017834833,0.03420672,-0.9675324675324675
0,heart,results_final/heart/age_8_3_gradient_0.1_50_0.01/,age,8,3,0.1,50,False,0.01,0.00898531894563144,0.00898531894563144,0.018573291146822057,-0.6788036410923277,0.009755961,0.009755961,0.014942884,-0.9727272727272727
0,heart,results_final/heart/age_16_3_gradient_0.1_50_0.01/,age,16,3,0.1,50,False,0.01,0.018295398356741828,0.018295398356741828,0.05340333958754474,-0.6332899869960987,0.023838,0.023838,0.05675602,-0.7909090909090909
0,heart,results_final/heart/age_32_3_gradient_0.1_50_0.01/,age,32,3,0.1,50,False,0.01,0.022972316400216925,0.022972316400216925,0.041589371944865366,-0.7893368010403121,0.023492476,0.023492476,0.040167272,-0.9922077922077923
0,heart,results_final/heart/age_64_3_gradient_0.1_50_0.01/,age,64,3,0.1,50,False,0.01,0.01501738696313171,0.01501738696313171,0.03667344753566243,-0.5812743823146944,0.024274923,0.024274923,0.04924184,-0.9701298701298702
0,heart,results_final/heart/age_128_3_gradient_0.1_50_0.01/,age,128,3,0.1,50,False,0.01,0.018098432666571546,0.018098432666571546,0.028634751569854323,-0.3823146944083225,0.024720702,0.024720702,0.03350514,-0.9870129870129869
0,heart,results_final/heart/age_256_3_gradient_0.1_50_0.01/,age,256,3,0.1,50,False,0.01,0.024643971914160193,0.024643971914160193,0.03437633640614362,-0.7620286085825747,0.032339398,0.032339398,0.066351116,-0.9896103896103896
0,heart,results_final/heart/age_512_3_gradient_0.1_50_0.01/,age,512,3,0.1,50,False,0.01,0.03533973765377659,0.03533973765377659,0.1358391408805076,-0.9323797139141742,0.043307763,0.043307763,0.074424624,-0.9948051948051948
0,heart,results_final/heart/age_4_4_gradient_0.1_50_0.01/,age,4,4,0.1,50,False,0.01,0.0217022119831407,0.0217022119831407,0.05949568573600401,-0.977893368010403,0.02559267,0.02559267,0.059529603,-0.6714285714285714
0,heart,results_final/heart/age_8_4_gradient_0.1_50_0.01/,age,8,4,0.1,50,False,0.01,0.05333989012533058,0.05333989012533058,0.11799252385283537,-0.905071521456437,0.052902937,0.052902937,0.1026085,-0.9870129870129869
0,heart,results_final/heart/age_16_4_gradient_0.1_50_0.01/,age,16,4,0.1,50,False,0.01,0.0227278785313158,0.0227278785313158,0.06091150950161099,-0.8530559167750326,0.020270564,0.020270564,0.04977089,-0.8701298701298701
0,heart,results_final/heart/age_32_4_gradient_0.1_50_0.01/,age,32,4,0.1,50,False,0.01,0.019663547045700988,0.019663547045700988,0.050536362553659744,-0.6488946684005201,0.022770919,0.022770919,0.04947734,-0.9246753246753248
0,heart,results_final/heart/age_64_4_gradient_0.1_50_0.01/,age,64,4,0.1,50,False,0.01,0.001413423035854693,0.001413423035854693,0.004256678930161125,0.9895968790637192,0.0039952537,0.0039952537,0.007009983,-0.9350649350649349
0,heart,results_final/heart/age_128_4_gradient_0.1_50_0.01/,age,128,4,0.1,50,False,0.01,0.017793040485819808,0.017793040485819808,0.05144115839919822,-0.3849154746423927,0.024475537,0.024475537,0.060148418,-0.9909090909090909
0,heart,results_final/heart/age_256_4_gradient_0.1_50_0.01/,age,256,4,0.1,50,False,0.01,0.024437127824660537,0.024437127824660537,0.04930395266610951,-0.8387516254876461,0.03460463,0.03460463,0.06822348,-0.996103896103896
0,heart,results_final/heart/age_512_4_gradient_0.1_50_0.01/,age,512,4,0.1,50,False,0.01,0.04022651893210273,0.04022651893210273,0.11758716536878057,-0.9388816644993497,0.04318509,0.04318509,0.071938336,-0.996103896103896
0,heart,results_final/heart/age_4_5_gradient_0.1_50_0.01/,age,4,5,0.1,50,False,0.01,0.020512505921094285,0.020512505921094285,0.045864072687571505,0.9934980494148243,0.020762755,0.020762755,0.038467854,1.0
0,heart,results_final/heart/age_8_5_gradient_0.1_50_0.01/,age,8,5,0.1,50,False,0.01,0.05016615743098746,0.05016615743098746,0.0952154261487204,-0.9895968790637192,0.049913894,0.049913894,0.0910677,-1.0
0,heart,results_final/heart/age_16_5_gradient_0.1_50_0.01/,age,16,5,0.1,50,False,0.01,0.0077357849581712905,0.0077357849581712905,0.018790754127545908,0.1846553966189857,0.007075216,0.007075216,0.00968039,-0.9818181818181818
0,heart,results_final/heart/age_32_5_gradient_0.1_50_0.01/,age,32,5,0.1,50,False,0.01,0.03162474109612254,0.03162474109612254,0.07588698727532432,-0.5812743823146944,0.034764558,0.034764558,0.074427485,-0.8220779220779221
0,heart,results_final/heart/age_64_5_gradient_0.1_50_0.01/,age,64,5,0.1,50,False,0.01,0.0067336226973003215,0.0067336226973003215,0.02438468284843433,-0.188556566970091,0.007294147,0.007294147,0.016407788,-0.8740259740259739
0,heart,results_final/heart/age_128_5_gradient_0.1_50_0.01/,age,128,5,0.1,50,False,0.01,0.015595795314565846,0.015595795314565846,0.06607925943597902,-0.20546163849154744,0.016904743,0.016904743,0.039844036,-0.9948051948051948
0,heart,results_final/heart/age_256_5_gradient_0.1_50_0.01/,age,256,5,0.1,50,False,0.01,0.011167101656626465,0.011167101656626465,0.01693371541598331,-0.8049414824447334,0.031845186,0.031845186,0.06536633,-0.9909090909090909
0,heart,results_final/heart/age_512_5_gradient_0.1_50_0.01/,age,512,5,0.1,50,False,0.01,0.03258165044540547,0.03258165044540547,0.04950664014906952,-0.8699609882964889,0.051872913,0.051872913,0.0933024,-0.9948051948051948
0,heart,results_final/heart/age_1024_0_gradient_0.1_50_0.01/,age,1024,0,0.1,50,False,0.01,0.02572433078750754,0.02572433078750754,0.08564029986298097,-0.893368010403121,0.038695805,0.038695805,0.07355124,-0.9792207792207792
0,heart,results_final/heart/age_1024_1_gradient_0.1_50_0.01/,age,1024,1,0.1,50,False,0.01,0.03246295168792342,0.03246295168792342,0.04478745590456423,-0.9167750325097528,0.05122722,0.05122722,0.10489252,-0.9766233766233766
0,heart,results_final/heart/age_1024_2_gradient_0.1_50_0.01/,age,1024,2,0.1,50,False,0.01,0.025994258100221004,0.025994258100221004,0.05731806361357552,-0.920676202860858,0.035688184,0.035688184,0.058050573,-0.9883116883116884
0,heart,results_final/heart/age_1024_3_gradient_0.1_50_0.01/,age,1024,3,0.1,50,False,0.01,0.04540281894865091,0.04540281894865091,0.2167710680571827,-0.9024707412223667,0.040409304,0.040409304,0.06586677,-0.9987012987012988
0,heart,results_final/heart/age_1024_4_gradient_0.1_50_0.01/,age,1024,4,0.1,50,False,0.01,0.034037386251980925,0.034037386251980925,0.17141766930329763,-0.8504551365409623,0.037806176,0.037806176,0.07997507,-0.9922077922077923
0,heart,results_final/heart/age_1024_5_gradient_0.1_50_0.01/,age,1024,5,0.1,50,False,0.01,0.012751944373524655,0.012751944373524655,0.01871637930128489,-0.8296488946684004,0.045231275,0.045231275,0.101174146,-0.9844155844155844
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.0/,age,128,0,0.1,50,False,0.0,0.025980762559581937,0.025980762559581937,0.08628497465725365,-0.5248780765352946,0.026928399,0.026928399,0.05940765,-0.9948051948051948
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.0001/,age,128,0,0.1,50,False,0.0001,0.025725686362250637,0.025725686362250637,0.08833387936433929,-0.5149544863459038,0.027009448,0.027009448,0.059430957,-0.9987012987012988
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.001/,age,128,0,0.1,50,False,0.001,0.01588588676016985,0.01588588676016985,0.06291624428959394,-0.7802340702210662,0.026920214,0.026920214,0.058034003,-0.9974025974025975
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.01/,age,128,0,0.1,50,False,0.01,0.01846828471732955,0.01846828471732955,0.0444416087965213,-0.4343302990897268,0.025584808,0.025584808,0.05234927,-0.9844155844155844
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.1/,age,128,0,0.1,50,False,0.1,0.011096528360063194,0.011096528360063194,0.025640589278985337,-0.4551365409622886,0.022116618,0.022116618,0.039703965,-0.8207792207792207
0,heart,results_final/heart/age_128_0_gradient_0.1_50_1.0/,age,128,0,0.1,50,False,1.0,0.010380294272915628,0.010380294272915628,0.018776414244311826,-0.19375812743823145,0.010280939,0.010280939,0.01427412,0.8818181818181818
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.0/,age,128,1,0.1,50,False,0.0,0.009819254232389328,0.009819254232389328,0.01932738598075782,-0.6449934980494147,0.01773797,0.01773797,0.037293196,-0.9948051948051948
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.0001/,age,128,1,0.1,50,False,0.0001,0.009375374716465427,0.009375374716465427,0.017285410898221526,-0.19375812743823145,0.017080257,0.017080257,0.036862254,-0.996103896103896
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.001/,age,128,1,0.1,50,False,0.001,0.012455914955585286,0.012455914955585286,0.026413348770537963,-0.8699609882964889,0.017183194,0.017183194,0.03579235,-0.9974025974025975
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.01/,age,128,1,0.1,50,False,0.01,0.012229755017823604,0.012229755017823604,0.02534493043164846,-0.035110533159947985,0.016483188,0.016483188,0.03026408,-0.9844155844155844
0,heart,results_final/heart/age_128_1_gradient_0.1_50_0.1/,age,128,1,0.1,50,False,0.1,0.008900103150470714,0.008900103150470714,0.019027263224093652,0.3211963589076723,0.013365896,0.013365896,0.02396071,-0.8272727272727272
0,heart,results_final/heart/age_128_1_gradient_0.1_50_1.0/,age,128,1,0.1,50,False,1.0,0.005275873343727817,0.005275873343727817,0.008671572777299501,0.5786736020806241,0.0044605476,0.0044605476,0.008788168,0.9662337662337662
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.0/,age,32,0,0.1,50,False,0.0,0.026111678163967905,0.026111678163967905,0.09110024955730242,-0.9089726918075421,0.03763625,0.03763625,0.10638511,-0.9974025974025975
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.0001/,age,32,0,0.1,50,False,0.0001,0.026603672485220702,0.026603672485220702,0.09017029174833312,-0.8582574772431728,0.0381983,0.0381983,0.1076076,-0.9974025974025975
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.001/,age,32,0,0.1,50,False,0.001,0.02885962149406675,0.02885962149406675,0.09157109086206792,-0.8413524057217165,0.036744613,0.036744613,0.105020046,-0.9974025974025975
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.01/,age,32,0,0.1,50,False,0.01,0.024567071664289116,0.024567071664289116,0.08735840471434722,-0.8907672301690506,0.033288322,0.033288322,0.08487797,-0.9428571428571428
0,heart,results_final/heart/age_32_0_gradient_0.1_50_0.1/,age,32,0,0.1,50,False,0.1,0.020607850806632973,0.020607850806632973,0.06348556647956814,-0.5851755526657997,0.023427758,0.023427758,0.051791847,-0.28181818181818186
0,heart,results_final/heart/age_32_0_gradient_0.1_50_1.0/,age,32,0,0.1,50,False,1.0,0.006979856461028387,0.006979856461028387,0.014558347989489233,0.9128738621586475,0.0073180995,0.0073180995,0.012390077,0.9714285714285713
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.0/,age,64,0,0.1,50,False,0.0,0.01087723899237494,0.01087723899237494,0.02322254073807374,-0.8556566970091026,0.012314238,0.012314238,0.03528279,-0.9922077922077923
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.0001/,age,64,0,0.1,50,False,0.0001,0.01046831005286237,0.01046831005286237,0.022820667944202195,-0.7659297789336801,0.012209171,0.012209171,0.035265505,-0.9909090909090909
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.001/,age,64,0,0.1,50,False,0.001,0.010469973729006135,0.010469973729006135,0.021463280891639677,-0.41222366710013,0.012233496,0.012233496,0.03444147,-0.9857142857142858
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.01/,age,64,0,0.1,50,False,0.01,0.011359351330600438,0.011359351330600438,0.023310551377064205,-0.30429128738621586,0.011301279,0.011301279,0.028791845,-0.9766233766233766
0,heart,results_final/heart/age_64_0_gradient_0.1_50_0.1/,age,64,0,0.1,50,False,0.1,0.007556753686346517,0.007556753686346517,0.014551696088904487,0.7074122236671001,0.0074855913,0.0074855913,0.016915202,-0.4909090909090909
0,heart,results_final/heart/age_64_0_gradient_0.1_50_1.0/,age,64,0,0.1,50,False,1.0,0.003904684144016364,0.003904684144016364,0.005349296749642241,0.9167750325097528,0.0025581631,0.0025581631,0.0056675076,0.9623376623376624
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.0/,age,128,0,0.1,50,False,0.0,0.025980762559581937,0.025980762559581937,0.08628497465725365,-0.5248780765352946,0.026928399,0.026928399,0.05940765,-0.9948051948051948
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.0001/,age,128,0,0.1,50,False,0.0001,0.025725686362250637,0.025725686362250637,0.08833387936433929,-0.5149544863459038,0.027009448,0.027009448,0.059430957,-0.9987012987012988
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.001/,age,128,0,0.1,50,False,0.001,0.01588588676016985,0.01588588676016985,0.06291624428959394,-0.7802340702210662,0.026920214,0.026920214,0.058034003,-0.9974025974025975
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.01/,age,128,0,0.1,50,False,0.01,0.01846828471732955,0.01846828471732955,0.0444416087965213,-0.4343302990897268,0.025584808,0.025584808,0.05234927,-0.9844155844155844
0,heart,results_final/heart/age_128_0_gradient_0.1_50_0.1/,age,128,0,0.1,50,False,0.1,0.011096528360063194,0.011096528360063194,0.025640589278985337,-0.4551365409622886,0.022116618,0.022116618,0.039703965,-0.8207792207792207
0,heart,results_final/heart/age_128_0_gradient_0.1_50_1.0/,age,128,0,0.1,50,False,1.0,0.010380294272915628,0.010380294272915628,0.018776414244311826,-0.19375812743823145,0.010280939,0.010280939,0.01427412,0.8818181818181818
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.0/,age,32,1,0.1,50,False,0.0,0.014698352987529941,0.014698352987529941,0.04910472679713377,-0.7763328998699609,0.013707007,0.013707007,0.034951806,-0.9753246753246754
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.0001/,age,32,1,0.1,50,False,0.0001,0.014689832258380789,0.014689832258380789,0.049300258480066764,-0.7724317295188555,0.013706017,0.013706017,0.034782827,-0.9779220779220777
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.001/,age,32,1,0.1,50,False,0.001,0.01512936121639974,0.01512936121639974,0.045853937221170996,-0.8673602080624188,0.014893608,0.014893608,0.03453642,-0.9844155844155844
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.01/,age,32,1,0.1,50,False,0.01,0.01353527688794653,0.01353527688794653,0.03758111625016089,-0.8426527958387514,0.013212402,0.013212402,0.027469635,-0.9103896103896105
0,heart,results_final/heart/age_32_1_gradient_0.1_50_0.1/,age,32,1,0.1,50,False,0.1,0.0096648680306596,0.0096648680306596,0.02438543048698248,-0.4629388816644993,0.0071693887,0.0071693887,0.015456796,0.5935064935064935
0,heart,results_final/heart/age_32_1_gradient_0.1_50_1.0/,age,32,1,0.1,50,False,1.0,0.0037473701868990356,0.0037473701868990356,0.009366819632535894,0.9232769830949283,0.003160068,0.003160068,0.0060915947,0.9662337662337662
0,heart,results_final/heart/age_64_1_gradient_0.1_50_0.0/,age,64,1,0.1,50,False,0.0,0.017198065188213676,0.017198065188213676,0.05066744839610677,-0.3368010403120936,0.030071426,0.030071426,0.06743032,-0.9935064935064933
0,heart,results_final/heart/age_64_1_gradient_0.1_50_0.0001/,age,64,1,0.1,50,False,0.0001,0.0173917206597937,0.0173917206597937,0.05042501093081937,-0.34070221066319895,0.030281462,0.030281462,0.06775296,-0.9987012987012988
